,date,comment
85,29-Jan-21,"First time I went I was so disappointed by the dry weed I bought. The second time i mentioned this and one of the staff grabbed two bags and said ""this is what dry weed sounds and feels like, this is what fresh weed feels like. I won't do that to you."" And I got some fire weed and I thank you! The 3rd time today I asked dude with the fluffy hair if he had anything good and not to high priced and BAM. 36$ eight or some stupid fire CRUs Pure Kush. My man! This is my club now!"
86,14-Jul-20,"I went in for the first time last night excited to see what they were about. I had already knew what I wanted to purchase after looking on Weedmaps, to make things easier. Although it stated they updated their inventory within 3 minutes of looking, when I had got to the counter the budtender (who had a good attitude) sadly had NO KNOWLEDGE of the merchandise. She stated that the item I wanted was sold out after not knowing where to look. When I asked her to show me a similar option it was like asking as car salesman to show me a house! They had a special promotion for new members. When I asked about that deal for the day she continued to not be ANY assistance. Beyond annoyed that Urbana (my go to was already closed) I went down the way to Dr Greenthumb who is always hassle free. I'm sad writing this review! As much as I thought I'd love the place when I walked in, I left quicker than I waited in line. Either train your staff with product classes or get new people in there all together!!!!!!"
87,3-Jan-21,"Dennis gave great customer service, and he is very friendly and social as well gave me great recommendation."
88,18-Jan-21,"Great Weed Club , Richie helped me out ! He's very knowledgeable and great conversation"
89,4-Sep-20,"I've been here maybe a handful of times mostly for daily deals and the close proximity to my house, as I usually go to Purple Star and used to frequent Dr Greenthumb when it was cookies. Anyways I decided to jump on stiiizy board and treated myself to 2 half g pods and a rose battery for $60 (each was $20..normally $25). Figured can't beat that price as $25/20 per half gram pod! I have enjoyed them but I have recently got a Dart battery (480mAh) which blows the stiiizy(210mAh) out of the water...I think its got closer mAh to the biiig stiiizy battery? Anyways as for the actual location its great as theres usually decent street parking and you can usually get away with parking in safeway lot for a bit. The security and receptionists have always been friendly and have zero complaints about! The budtenders have been pretty good but the last time I was there I was overcharged. Hopefully I can get the rest of my change back even though it's been a little while since, but I bought 1 half gram pod on a Sunday when they are supposed to be 20% off and for some reason I ended up only getting 5% off?? I had a new trainee BT who was being trained by another BT so there were 2 of them but the newbie rung me up and idk how the BT okayed the price and everything. I'm extremely shy and have really bad social anxiety and if I feel the least bit intimidated I tend to have trouble speaking up for myself. Thus I should have but didn't feel comfortable trying to argue the correct price. I'm on an extremely tight budget due to being broke thanks to the useless EDD. I know that's my issue but just trying to explain as I'm not trying to be a complainer just a very meek and socially awkward patient The first time was perfect & BT took the time to explain (w/o asking!) all diff products and listened to what I was looking for so she was able to help me find the perfect flavored hybrid & indica pods! I got Rose battery instead of Rose Gold but that's ok still cute. Location is top notch as the actual store its self is super modern and looks almost too modern and nice.. seems like most newer dispo's are trying to use this clean hi tech modern look which is very professional looking. However there is only one or 2 of the product displays so I never really feel comfortable looking thru all the displays to see what I'd like..which sucks cos I saw a product I've been searching the entire bay area for but it wasn't listed on their menu so I guess I'll have to ask them whenever I go back next. Wish they carried more Dart battery pods because they hit the best out of ANY of the vape pen batteries on the market! Overall the budtenders are the only thing that might use a little more fine tuning however they arent that bad and there is usually SO many of them that it's really hard to give a proper review on them. Overall clean easily accessible location with pretty good selection but the pods are always in and out of stock. Most of the time they are usually out of the specific size and strain pod I want but can usually find a close alternative."
90,6-Apr-20,"I came in here and bought close to $400 worth of stuff on Friday 2/27. One of the pods was defective but by the time I noticed it I was back in San Jose(where i live). I cane back on Tuesday 3/3 with my defective pod, box, and receipt. As per their policy on weedmaps and their website, I thought I'd be getting a replacement pod but I come in and every bud tender is a straight up clown. Every budtender pretty much said that my pod was mainly gone so they couldn't do anything for me because the manager on shift isn't very helpful and would only honor me with 20% off on my next pod, heres the deal though, its a DEFECTIVE LEAKY pod. Do they know what the definition of a leak is? Its when things accidentally lose and/or emit their contents which in this case is a $60 gram of concentrate. This pod was already missing 25% of its contents when I first got it, it maybe leaked away another 50% of it, I showed them nonstop that their is still some left in their but it just looks messy because I had the pod in my pocket on the hour car ride back to SF. Nobody wanted to hear me out, they obviously don't know their own product or are too lazy to help out a customer that spent almost $400 just a week ago. Special shoutout to Maria, she is terrible person and an even worse employee. Only person in this establishment that deserves any respect is Elizabeth who was the original budtender and manager who helped me out on Friday 2/27, too bad she was out that day when I came back because even a couple budtenders hinted that she probably would have given me a new pod. Anyways, this place sucks, budtenders probably think they're hot stuff cause they work at Stiizy but they're all lazy bums."
91,4-Dec-19,"I liked it more when it was la corona. It's alright, but cash only and they doNt  post the correct prices."
92,21-Nov-19,"Love Neka!!! She was so amazing and so sweet. Really got educated on everything. Such an amazing place with even better employees. Neka needs a raise, only coming back because of how awesome she was!"
93,16-Oct-19,"So I considered giving 2 stars but I decided to keep it REAL as we do in the Bay Area...I personally loved La Corona and referred everyone I knew or came in contact with to them. But STIIZY. The Grand Opening was semi exciting due to my bud tender Shauna's  positive attitude and knowledge of both the old and new product but after that things went completely down hill. The dispensery is way too bright...the deals are gone...and its way too loud in there, on top of the fact that at least 3 to 4 people scream out welcome to STIIZY & stay STIIZY every time you walk in. It's redundant and annoying ..Maybe LA residents appreciate that but the Bay DOES NOT. There aren't any prices on any of there products so you have to wait for someone to tell you which can be very time consuming...needless to say I haven't been bk since the Grand Opening"
94,16-Jul-20,"Good customer service and great quality products, not to bad of a wait in the line, and their efficient every time"
95,6-Dec-19,"i found Stiiizy on Weedmaps earlier this week when i was planning a busy day and was trying to find a place along my way to pick up some concentrates. I have made two trip here since and i gotta say they have some pretty awesome prices, and huge selection of just about everything. the staff has been very friendly both times ive been in. My only gripe is that the concentrates display is kinda difficult to view and with the heat from that lights in the display case the concentrates start to break down and dont look so attractive, i was looking for a particular consistency but everything in the display was altered and there is no knowing how long they have been sitting with lids off baking on low. also wasnt able to smell them. i decided on the ursa skittles which in the display had a sugar-y consistency but when i got home and open it it was much closer to a diamond sauce. -online menus need work, concentrates are in multiple categories and hard to filter though"
96,10-Nov-19,"Visiting the area to eat and I accidentally spot this place and I love stiiizy ‍ so I went in just to peek. Place was nice as hell and professional. Dude who took my id shared the same birthday as me which I thought was dope since it's it a birthday you hear to often. They had a new flavor that was blue gummy that I want to try! But they weren't all pushy like some dispensaries. I was on my way back to where I live, and just glanced at the shirts which were nice shirts, and the guy who took my id went and just shot me whichever one I wanted and I thought that was bad ass. I will be back to visit with lots more money, thanks guys for a good first experience."
97,6-Jan-20,Best place on Mission/30th. Great service and great solid prices. You get what you pay for for sure. Highly recommend being a member here you get a helluva a lot more deals than anywhere else
98,24-Oct-19,"This is one of the best dispensaries i have ever been too, the workers are really friendly and they have the best pods and also have some dam good weed, its decent pricing and not overpriced one bit, i strongly recommend every one in san francisco that smokes weed to try out Stiiizy"
99,18-Jan-20,The employees work hard to keep the line moving and seem to always offer great deals. Not to mention it's near by. I would definitely recommend!
100,24-Oct-19,Super friendly and have a great selection. The prices are really good and they will treat you with then best respect MUST COME!!!!
101,7-Aug-23,Awsomeeee costumer service! best dispensary I've ever been too  come here all the way from montebello don't matter how far
102,7-Aug-23,"i have been coming to this location for years now. i have never had a bad experience, the staff is always greeting with a smile and my favorite part is when everyone yells welcome. i've had multiple tenders and everytime i get asked about my day, what are my plans and so forth and it's always great when they're trying to make connections and conversation i have never been to a shop where everything is so nice and clean and the people actually seem like they enjoy their job and the time they spend there. i really hope the great experiences continue. melanie melendez"
103,21-Aug-23,Best place to get your pods quick. Always professional organize and generally nice. Haven't had a problem with my pod once pretty good weed
104,18-Aug-23,Great service & kind people. Not to mention always are knowledgable about product. Highly recommend this location for first timers.
105,25-Jul-23,"Ashley was such a great help, wonderful customer service! I will be back for sure!!"
106,13-Jun-23,"All the business that I give to this store day after day and they can't even honor their own policy of 7 days return if the item doesn't work...I have my Original receipt and packaging with a battery that didn't last a week, why U don't replace it?STIIIZY YOU Ripped me off...I am a pissed off customer              I WILL NEVER RETURN TO ANY OF THEIR  STORE...TERRIBLE SERVICE!"
107,11-Sep-23,This is my usual spot that's consistent and reliable! We love dependability :p I went in tonight and Jenny helped me today she was sweet!- Rachel Davalos
108,30-Jul-23,"Downtown LA STIIIZY is my spot, I am there every 3 to 4 days always for my Skywalker pod. You can never go wrong with that choice! The Bud-tenders are always upbeat and they move fast. I'm a regular, so it's nice to see the same smiling faces:-) and it's nice that they recognize me as well. Dope music while you wait and on a good day there's some real good deals. (Month of July).Gotta check it out your self."
109,28-Aug-23,"Thank you, Bryan for being so super accommodating and welcoming. Made my second visit to the store very pleasant. Will be coming back for more."
110,2-Jun-23,"Ordered delivery from here. The driver, Johnathan, was Fantastic. I had initially scheduled for 4-6 drop off window but was asked to stay later at work so called and bumped it to 7:30 or later. I'm just barely leaving work at 6:30 and I get a text saying my driver is arriving in 14 minutes. What?!? I text a response stating I bumped it and got an immediate reply saying not to worry he wouldn't bring it until 7:30 or later. When he arrived he was very friendly. Prices were on par with other dispensaries I use in the Glendale area and cheaper than Amuse. Good selection. Will definitely be ordering from them again in the future."
111,31-Jul-23,Best dispensary in LA. Definitely recommend to order online . Staff is always great too
112,26-Jul-23,"All chill to stop at this location !! Always lots of staff the wait is always minimum for the time I always go , those 7 Gs of the black labels  keep it up STIIZY DTLA !!!!"
113,6-Apr-23,"Stacy is my go-to bud tender. She is dope .She has the best personality and bubbly vibe to go with it.  I love her.  I can come in, let her know what's bothering me, and ask her what might do the trick to alleviate whatever my ache or pain might be. She has suggestions like no other and she is very professional.  She helped me a while back and I have not caught her in recently but I""ll always remember her because she was the one who first helped me, on my first visit... some odd eons ago.Sometimes the parking in here can be tricky.  I have a handicapped placard and sometimes there are spots available for me and sometimes there aren't.  Sometimes the guards in the lot neglect the fact that I'm handicapped and need to be parked closer to the entrance of the store.  I don't appreciate that all too much, esp when all of a sudden I find someone without a placard parking in a handicapped sign but might be doing an online pick up or something, like it excludes them from having to follow the rules. I appreciate the employees here who are always so nice to tell me about the new arrivals, new promotions, etc.  They are typically very kind, although I have come across one bud tender who was not too nice to me.  I didn't catch her name.  I wish I'd been ushered to someone else but well, it's too late for all of that. I appreciate that Stiiizy keeps their word and if you are to buy a cartridge for your pen, or a starter pen, they encourage you to keep your receipt and box and to bring it back if there are any issues.  If in the rare instance that you receive items that you hadn't selected, your opportunity to doubt check your order is when they're rung up and what not. I have been here enough times to see customers not pay attention and then get upset when they leave with items that weren't theirs. You've gotta be a responsible consumer!  I love the variety of their pods/cartridges.  I like to switch mine out constantly.  I have a few favorites now and so those are the ones that I typically buy but it's nice to be easily able to change things up as often as I please. So, you can only imagine how much I love to be able to take advantage of their promos on cartridges, esp when I'm a new customer at a different location."
114,31-Aug-23,Been buying stiiizy product before they became this big sensation. I enjoyed and was present to their launch debut party and been a customer ever since. I specially have to give a shout-out  to the the staff that's always at reception they are awesome and kind!! Products and flowers are great and the prices are even better!! I love coming here!!  Might even apply to work here haha
115,27-Jul-23,"I LOVE STIIIZY WITH A PASSION! One of the best if not the best dispensary out here in California. Amazing customer service, employees always treat you with kindness and respect. Always go out of their way to help you out with each purchase. I also love how they handle they're parking situation there is never a time where I have to pull up and I can't find where to park. In Other words you can trust stiiizy with your stoner needs"
116,14-Jul-23,The process to just get 1 pod is like 30min when u get there u need to wait in that first line then u get access to the 2nd long line to see only 3 cashier open wow really all the money yall making and can't even get more cashier wack!!!!
117,11-Sep-23,"Best place to pick up and get almost anything you need from pods, edibles, to good old fashion flower. Great daily deals with a positive crew there to greet you and help you out, I definitely recommend coming here."
118,27-Jul-22,"I love love Stiizy pods, my absolute favorite. I had been to plenty of dispensaries before but never been to the actual stiizy store so when I got the chance I was stoked. The giant warehouse like building was so dope. They had a really nice entrance and once you walk in Hip-op music was playing and the lighting felt like a club. I'm my bud tender was great and I took advantage of a few first time patient deals which I was super happy about. I'll definitely be back asap!"
119,6-Sep-23,"Deeply disturbed by my first experience here. I realized after paying that Linet P. gave me the wrong pod and I asked another employee for the correct one since Linet kept ringing up other customers and not paying attention to me. That second employee spoke to a third employee who spoke to the manager Peter, and Peter told me that they cannot exchange the incorrect pod for the correct one because ""I already walked out with the pod"" (I hadn't) and that on camera ""it looked like I agreed that it was the correct item"" (I hadn't). I asked to see the footage of this interaction and he said that I am not allowed to see their cameras. He kept pushing for me to keep the incorrect one and also buy the correct one. He then lied saying he spoke to Linet, claiming she told him I agreed that I was given the correct pod. I never saw him speak to Linet. While Peter kept holding up the bag with the incorrect item trying to get me to take it, I told him a couple times that I didn't want it and he told him that they can't keep it in the store either, and I just stood there in shock for a while. I also can't believe Linet wouldn't just own up to her mistake and admit that I wanted a different one."
120,3-Aug-23,"First timer and security and staff were very friendly, helpful and professional. The ambience and atmosphere are like stepping into a portal of a very cool Californian Star Wars scene with otherworldly strains of cannabis. Great first impression! Christian really provided top tier customer service!"
121,14-Aug-23,"Coming here for a while, service is always 100%, product is always 100%. Finally used my credit which lowered the value of a pod. Which is cool that this is offered since things do add up. Will continue to come back!!"
122,11-Aug-23,My experience at STIIIZY DTLA has always been good. From the easy check in process to the quality of products.
123,26-Jul-23,"Been coming to stiiizy for over 4 years! Hell i even went to their hubble studios x stiiizy launch party! Amazing flower,from top shelf to mids! Everything for everyone! I always get treated like family! Also the retna artwork is INSANE!   Come by on your next dispo run!"
124,7-Aug-23,"My favorite shop! I make the drive from Downey. Great price, great product, great staff. Love the way it looks when you come in to the place. I mostly order online and just pick up. Depending on the day and time the lines and parking can't be a pain but I still go. I used to go to LA Kush but their prices are ridiculous. Love the herb, edibles, and vapes. Those 40s are bomb too!"
125,30-Jul-23,Welp Yelp! Most people have their happy place whether it's in their heads or a physical one! With that being said STIIIZY is my happy place. After every trip I have my own happy trip (not really a trip more of a relax therapy session) their products are all bomb! Just today I picked up their gelato 41 full gram pod and a cotton candy syrup! Being coming here for 2 plus years and haven't had a bad experience once. Thank you all
126,6-Aug-23,DO not waste your money. I didn't go in store since I am on the east coast. NOTHING But issues. I HAVE BOUGHT 3 and they are all TRASH.  I am beyond mad that i wasted time and money on such a POS product. Buy from literally anyone else.
127,27-Jul-23,This place has everything plus some. I came here for some flowers and left with more than I bargained for weight wise due to daily deals. Carmen helped me find what I needed and even recommended anything she had tried herself. She was knowledgeable on products and was very thorough and professional. Check online for daily deals and def recommend your friends they'll get a great deal for first time and you get credit too. Pro tip come with cash- or there's multiple ATMS before check in area and even after check in there are some. Happy shopping.
128,3-Aug-23,"Always great service and knowledgeable staff!! Thank you, Aylin, for the help. You rock!!!"
